latitude;longitude;penggunaan_bbm;tingkat_kemacetan;risiko_pengiriman
30.000.653.709.034.100;-7.138.091.673.907.360;5.552.699.296.327.580;0.6685099843140621;6.211.285.516.531.800
4.188.627.592.867.380;-9.184.496.854.831.450;1.776.477.677.021.390;4.929.579.168.346.560;4.186.801.027.150.670
30.000.035.150.526.500;-10.974.062.698.198.700;5.073.625.457.615.940;0.08605068286484716;13.773.486.929.547.100
4.917.679.353.894.110;-10.901.595.921.090.600;5.000.019.125.013.650;9.880.836.789.423.120;999.365.708.740.558
3.987.427.401.456.190;-10.651.633.070.409.100;5.933.787.646.919.620;6.537.197.309.519.930;4.730.698.524.026.740
32.116.348.088.584.700;-11.322.106.578.875.500;17.853.224.769.451.800;0.994303094939121;8.743.637.758.427.740
38.800.167.123.771.700;-7.271.467.025.467.550;1.999.692.348.318.590;9.715.941.265.655.060;865.285.385.293.204
31.961.721.419.396.600;-7.350.180.834.473.890;502.684.898.212.108;25.213.266.332.046.700;9.681.617.374.875.950
3.002.053.985.936.290;-700.388.662.878.622;5.038.762.573.237.380;7.570.230.254.354.840;9.709.302.353.109.090
31.068.479.834.721.200;-8.796.079.232.730.900;5.004.018.766.359.300;0.16054209982500756;3.445.371.371.285.210
308.305.196.015.885;-7.387.379.619.754.580;5.003.449.970.043.060;5.196.069.995.493.460;9.984.167.969.609.040
3.269.949.940.137.180;-10.001.196.638.658.200;9.055.757.256.336.740;0.027228400730039508;5.171.163.002.365.860
4.962.638.727.117.520;-7.018.611.400.482.180;1.158.656.417.396.740;9.941.319.189.066.220;998.259.128.415.491
3.610.899.066.422.590;-999.971.928.971.487;5.048.160.366.502.870;9.636.869.932.316.980;6.528.514.715.647.040
4.648.770.472.931.570;-7.088.785.650.557.380;5.408.785.077.556.900;27.305.421.682.963.300;11.499.016.692.909.600
33.155.685.896.726.000;-11.746.501.123.119.000;50.688.798.365.381.300;0.0695167951772485;6.161.324.826.994.600
3.698.360.266.460.210;-11.685.414.229.650.700;5.055.908.999.888.850;6.488.426.432.126.180;9.210.915.244.023.130
30.002.782.966.765.800;-10.451.900.073.460.600;5.033.853.378.701.540;9.999.305.327.966.740;0.11668838286793057
3.909.882.416.494.290;-11.597.755.920.226.300;12.957.859.533.030.200;3.494.921.742.089.180;6.035.257.399.872.830
46.397.720.390.831.700;-8.969.439.132.005.530;5.001.721.140.704.040;8.966.530.138.750.210;70.120.666.943.201.900
4.790.252.181.739.000;-7.053.961.628.728.150;7.347.420.110.618.090;5.068.087.628.403.990;4.021.753.460.630.190
4.613.119.763.683.190;-11.910.872.513.699.900;9.854.207.351.769.930;999.955.614.379.866;11.324.835.148.514.000
3.404.331.585.921.840;-7.178.372.306.755.690;6.562.824.631.472.740;6.850.326.692.997.140;0.39860013894980567
4.957.803.684.981.770;-9.447.660.909.397.050;6.534.308.116.287.020;878.083.663.896.454;3.835.531.022.012.740
45.855.804.866.873.400;-7.112.414.164.786.950;500.000.049.066.994;9.391.423.627.097.990;9.999.998.757.126.000
3.980.802.130.152.580;-7.098.228.112.724.420;14.058.934.744.103.400;4.385.069.169.842.110;5.474.998.343.650.080
30.290.494.721.646.200;-7.226.115.496.530.610;63.909.163.677.193.900;7.963.775.344.037.510;3.269.210.579.699.890
4.723.387.867.804.420;-10.041.677.694.806.300;8.064.243.180.188.460;4.539.609.900.812.370;999.898.830.849.564
30.689.548.812.172.300;-7.420.900.004.387.890;5.000.003.698.099.090;24.244.971.030.167.200;25.623.162.828.525.000
3.716.469.364.087.200;-11.165.050.720.689.800;7.285.901.581.315.910;6.125.637.753.223.050;7.094.621.076.930.220
47.712.171.568.419.700;-8.534.739.735.643.560;9.173.453.460.553.590;0.8806888498250627;4.094.181.972.700.240
49.655.250.245.357.800;-710.542.948.567.257;13.678.019.209.501.100;9.572.601.056.836.100;9.156.156.275.952.780
4.958.763.387.613.040;-8.294.509.967.358.460;5.000.005.177.721.780;3.352.896.689.280.640;9.707.147.144.669.990
32.703.563.729.028.200;-7.106.612.104.822.100;5.000.589.426.482.010;0.3165828571128892;9.168.237.476.391.870
4.524.789.332.033.050;-8.868.937.533.080.070;13.857.132.531.383.300;0.0783074642516626;999.467.753.803.575
46.386.469.117.068.400;-11.512.713.309.380.100;5.000.904.353.120.740;830.327.590.763.387;3.899.152.258.940.280
3.733.150.907.340.570;-11.838.155.268.346.600;5.198.660.484.699.090;0.034378950767459004;14.118.571.231.901.500
30.797.142.095.429.500;-7.594.649.387.777.290;5.000.000.020.857.680;8.725.172.517.445.780;0.8397842788227554
38.822.651.980.492.200;-7.000.026.129.268.260;5.009.281.670.304.990;5.992.459.527.696.810;67.925.550.309.943.300
4.896.726.934.009.990;-9.461.601.099.207.650;1.573.891.108.678.110;8.042.054.381.828.330;5.643.827.473.275.310
3.348.368.865.457.190;-7.035.117.501.927.450;5.004.752.787.088.100;8.473.248.885.138.600;6.271.255.609.923.310
31.550.173.601.586.400;-11.789.020.179.213.100;5.000.000.008.839.840;0.7072822141982603;6.636.518.992.280.580
4.945.171.200.613.920;-11.966.856.510.780.000;11.382.683.940.048.900;0.03377404026228445;999.989.176.464.728
321.035.340.689.861;-7.006.993.634.803.440;1.925.187.968.285.660;49.385.249.490.364.200;0.33619247740091096
30.808.107.331.252.000;-8.028.787.106.897.540;50.001.404.155.276.300;0.005348308488913388;0.33316350068186584
3.283.523.104.881.430;-9.312.724.984.343.650;5.040.332.075.584.900;9.976.026.481.586.650;3.464.249.997.725.700
4.751.835.178.544.970;-740.764.901.429.794;1.690.657.943.087.900;0.04823859248400835;14.258.269.689.259.900
4.953.948.421.872.750;-7.001.521.193.305.450;1.941.135.274.563.660;3.704.514.459.936.920;8.900.270.386.077.870
46.087.051.529.216.100;-11.971.043.361.480.000;5.000.247.750.292.180;8.273.164.603.398.540;12.324.012.015.174.200
31.652.170.799.655.100;-10.972.692.608.123.500;12.827.643.871.582.800;6.173.793.591.400.930;8.855.919.720.574.340
4.088.501.043.636.810;-10.214.615.317.799.300;5.019.350.501.090.590;16.083.501.770.964.300;7.900.257.266.410.520
49.929.307.803.675.700;-7.095.065.192.958.400;6.098.962.817.409.390;8.986.468.172.923.610;9.854.412.231.976.260
3.394.462.179.384.470;-7.081.777.352.580.840;7.110.703.672.478.750;9.193.308.707.084.820;1.604.313.577.752.790
46.163.206.786.089.000;-7.645.276.910.905.380;5.367.640.197.451.750;4.846.125.663.025.120;8.290.132.931.343.260
3.494.221.570.645.900;-7.022.686.428.281.230;5.011.166.830.779.460;0.3367990036087726;8.675.964.966.479.010
32.302.908.444.377.700;-7.328.318.831.476.990;1.957.779.390.469.160;0.23209619590651628;9.858.136.265.306.580
3.500.993.339.627.980;-9.521.906.461.611.770;5.023.838.057.256.020;9.816.504.587.342.500;9.999.620.382.172.680
30.266.519.786.301.600;-11.729.437.413.918.700;500.457.402.810.075;4.971.538.576.148.870;32.996.365.960.439.200
3.063.086.866.362.940;-825.211.213.114.565;12.853.854.656.296.300;26.631.319.410.839.200;5.721.252.490.414.450
37.487.986.114.743.800;-7.200.578.338.641.950;15.107.128.539.378.400;9.148.109.432.477.650;97.624.307.086.892
4.879.819.835.795.420;-9.535.023.907.813.360;5.604.431.190.653.520;19.758.711.947.895;0.0067336699046446884
4.008.453.769.264.130;-11.861.566.593.964.700;53.347.634.958.093.500;36.196.234.183.452.300;9.993.458.523.082.180
4.751.780.482.967.160;-10.443.436.281.050.800;50.147.133.518.988.100;0.7588536745100585;0.7036505931625254
4.816.853.529.231.770;-9.712.269.537.425.190;1.809.567.027.552.250;0.29403152408777916;7.093.565.137.417.270
4.259.844.288.666.020;-7.024.028.986.188.730;899.597.284.669.574;0.5719259671213297;6.984.933.832.626.760
3.206.802.170.398.920;-7.290.440.807.973.060;5.017.955.733.623.940;4.383.037.658.555.280;32.237.218.838.644.700
4.894.918.347.273.840;-788.939.781.587.114;7.501.319.438.354.370;0.4467750559265283;7.864.687.895.164.380
4.991.099.378.461.670;-7.014.337.086.844.980;5.000.000.983.242.890;9.976.001.266.851.710;998.621.940.058.573
3.007.460.134.507.330;-7.125.548.872.168.510;6.760.737.002.433.220;8.186.566.020.264.400;9.777.542.139.072.270
3.118.450.680.777.530;-1.171.549.481.550.590;5.000.317.241.645.000;0.00015717098756151216;9.130.231.365.125.830
30.000.157.419.477.000;-11.451.000.136.830.100;5.612.981.521.380.760;37.788.436.575.009.900;10.026.719.924.062.900
4.381.113.154.701.290;-7.638.902.038.201.730;5.000.116.117.593.710;0.28766247501599285;9.897.713.473.206.130
3.469.168.889.240.860;-9.814.126.735.995.570;5.341.026.647.957.540;875.151.997.361.344;4.171.807.247.417.280
4.340.946.401.550.080;-7.251.585.346.179.620;9.019.168.680.839.330;0.30634980206313905;8.706.899.148.331.010
44.141.684.758.052.900;-7.542.298.179.519.300;18.248.577.091.163.000;8.053.331.739.113.520;1.724.949.596.303.160
4.981.698.212.707.220;-8.325.405.460.291.430;5.628.395.451.666.490;8.951.810.216.622.010;9.792.134.308.906.950
30.183.295.253.875.600;-7.002.752.022.813.620;5.327.755.145.882.800;988.060.389.325.542;9.813.057.607.697.890
35.074.087.053.633.200;-7.294.410.135.552.260;5.176.579.077.075.550;5.108.133.008.588.650;9.992.889.909.544.990
3.922.530.264.666.450;-7.957.738.178.498.680;5.052.640.157.996.190;5.130.753.778.379.770;9.990.498.279.247.190
30.060.245.334.162.900;-8.632.788.569.808.460;50.003.270.284.417.700;5.794.847.520.586.810;9.999.999.979.603.280
39.535.873.244.234.300;-7.945.462.673.845.610;8.434.464.349.632.020;6.172.009.897.819.210;15.373.253.742.388.300
499.717.178.336.535;-11.647.448.644.977.900;9.388.298.003.538.470;6.895.006.816.974.170;9.593.475.041.805.660
30.184.640.257.809.900;-7.443.641.619.900.540;735.571.889.604.643;16.567.985.440.496.500;6.204.482.371.094.150
4.503.980.123.003.700;-1.010.980.670.676.210;5.179.343.339.928.360;3.936.548.569.544.300;6.384.141.987.308.320
31.464.257.706.005.000;-8.299.289.526.399.100;500.420.485.132.416;10.756.159.629.466.600;6.825.529.662.540.760
4.285.638.483.415.330;-9.493.880.070.341.070;9.237.265.436.516.080;5.014.892.315.152.220;9.999.897.875.284.320
3.795.686.329.991.440;-11.112.148.078.742.400;51.273.699.323.089.700;9.974.592.217.628.790;7.339.251.817.740.240
3.001.338.257.727.350;-11.581.215.339.352.000;508.580.037.669.896;0.014023310101135113;5.422.421.699.542.390
43.913.010.525.815.100;-11.575.064.522.270.900;5.551.524.096.331.100;13.537.738.508.875.700;7.948.467.505.989.440
353.393.341.145.739;-7.129.670.256.549.690;5.000.050.914.003.130;5.077.040.469.726.460;9.903.232.432.992.360
34.252.307.365.213.300;-837.191.215.430.821;15.962.866.988.117.600;12.864.435.011.084.000;9.965.757.951.924.410
30.141.297.926.852.900;-7.630.384.212.712.760;5.000.018.788.431.760;0.32065361224277494;854.084.280.183.332
3.001.445.435.823.380;-1.195.931.381.670.810;5.238.788.433.830.850;9.968.418.891.131.150;820.499.723.901.898
4.394.239.250.461.900;-7.065.377.255.003.780;6.495.526.319.265.990;5.078.256.637.282.600;8.699.340.801.359.300
4.653.674.811.703.410;-7.340.691.683.250.200;6.997.688.654.977.400;9.984.423.268.619.940;92.575.333.168.895
49.241.908.217.404.600;-7.048.659.288.128.630;5.418.175.943.076.690;19.238.575.058.080.700;2.953.906.824.058.910
48.122.619.030.231.800;-11.947.029.424.154.600;19.955.947.355.677.500;15.304.087.990.900.800;16.351.959.488.472.700
497.069.393.884.887;-7.018.620.857.765.160;5.000.036.846.579.910;5.677.298.121.198.290;5.448.250.703.045.790
30.000.217.363.628.700;-7.637.781.424.221.340;59.451.831.890.194.300;0.03043152443205964;9.546.696.228.159.990
4.961.483.679.468.830;-7.398.100.765.451.140;5.000.108.977.668.060;0.06574019551710758;5.817.073.337.576.680
31.266.469.200.659.500;-8.797.620.435.478.090;50.000.016.303.231.800;0.1127419085236824;5.384.306.332.727.660
4.998.435.027.045.380;-8.902.325.838.795.530;50.000.099.428.606.500;0.6242505032981882;46.139.549.854.436
30.002.838.477.331.700;-7.235.611.931.558.840;5.279.164.090.674.250;3.757.754.783.304.610;9.831.456.686.028.580
48.048.681.302.571.900;-1.134.152.473.164.800;1.908.588.907.033.470;15.265.613.575.376.700;8.684.587.034.629.320
4.474.893.744.934.950;-11.851.613.127.346.700;69.313.269.483.317.400;4.339.707.017.885.460;7.466.969.083.110.800
3.910.529.023.071.870;-11.954.913.958.660.700;5.753.767.224.478.830;0.1114753151803404;38.242.374.100.365.600
4.389.321.895.287.300;-7.005.253.825.699.720;12.352.694.899.421.900;5.348.827.508.065.370;4.573.047.492.422.150
3.811.522.379.627.500;-7.027.764.955.685.690;12.926.547.195.972.100;554.425.309.640.426;4.281.086.244.896.420
31.235.881.666.972.400;-9.108.122.423.049.290;5.029.479.177.824.350;0.4530391190877464;14.771.872.212.691.300
3.315.664.651.437.040;-8.398.515.744.408.850;10.750.074.888.214.000;9.925.939.873.789.830;9.099.807.603.441.650
4.110.678.290.098.550;-9.927.827.238.435.500;5.000.000.189.471.110;7.093.321.195.238.760;9.998.837.415.250.740
4.522.534.205.680.810;-9.859.170.108.050.920;5.298.179.447.155.870;0.7711741296824409;16.488.749.962.869.700
3.438.612.592.190.760;-7.162.340.837.666.870;9.365.086.138.983.140;992.831.602.937.967;8.291.697.722.036.690
30.005.531.412.572.200;-11.295.041.214.442.100;5.807.866.205.544.280;9.022.751.249.631.650;9.584.860.080.932.690
4.949.848.275.266.760;-11.854.069.615.000.600;14.209.856.458.876.100;472.231.719.416.765;0.5742234645959452
38.975.099.237.791.600;-719.327.049.698.829;12.946.696.862.482.000;6.786.116.840.500.170;9.176.237.926.291.870
3.272.179.472.297.530;-7.251.263.789.929.350;5.277.579.855.527.240;8.435.448.907.155.290;10.170.274.124.555.800
48.869.131.369.660.100;-7.052.732.898.754.410;541.461.131.291.975;5.982.748.999.096.370;4.990.135.884.852.460
4.849.875.943.383.030;-9.871.912.037.758.210;15.715.527.234.930.300;9.963.671.414.587.950;941.764.267.496.345
36.782.277.115.409.700;-7.487.584.909.846.560;5.000.000.016.960.020;0.3627146712065883;7.983.465.676.297.830
4.098.974.740.547.770;-7.238.727.667.989.660;5.827.844.657.348.070;0.30671370939090603;9.773.612.636.755.640
31.028.357.717.049.200;-7.101.631.853.096.780;600.064.041.995.689;7.436.848.306.354.460;9.999.991.668.651.490
3.166.764.374.070.160;-7.121.372.341.197.640;7.317.119.376.047.260;9.875.363.735.364.160;6.540.897.230.156.050
30.452.298.634.813.500;-804.408.733.866.604;519.034.465.279.683;926.461.363.141.533;9.983.621.927.455.890
43.978.789.776.103.500;-901.216.753.338.793;15.077.949.102.584.100;29.633.794.371.492.600;9.901.324.872.283.030
3.874.038.123.333.100;-7.088.904.728.867.320;12.531.019.475.476.600;9.742.827.582.938.770;999.956.988.180.868
3.466.616.708.667.680;-7.101.011.434.555.650;5.000.000.298.648.670;8.471.293.953.773.560;8.163.860.195.239.250
389.837.548.280.033;-7.637.556.829.335.380;63.813.270.419.435;17.194.744.968.652.100;907.399.779.318.424
48.380.652.687.898.600;-9.622.857.082.218.130;13.024.027.789.627.200;3.887.641.819.596.880;6.611.949.054.782.370
30.293.696.243.343.700;-701.156.848.932.858;5.073.986.787.698.530;29.261.353.481.617.500;99.994.559.537.767
4.964.754.830.375.230;-8.199.288.133.124.280;5.000.000.893.711.880;0.37000465811287464;9.990.108.677.716.170
4.360.767.285.797.040;-7.096.378.581.363.120;5.000.469.652.848.620;0.001443216113605966;3.884.477.087.676.710
4.842.497.150.486.550;-11.428.969.937.755.000;5.094.430.226.130.980;8.855.485.834.086.960;7.909.761.088.589.890
3.224.945.244.386.800;-940.856.860.614.836;907.360.238.117.321;0.3284509262947027;9.527.843.778.846.000
4.334.699.029.111.320;-9.090.725.054.802.630;6.087.640.970.226.760;9.999.847.309.510.130;9.952.347.412.481.760
33.444.104.529.602;-8.333.328.100.313.200;5.000.278.559.252.840;14.989.884.109.068.000;9.894.528.120.473.530
31.286.184.132.216.800;-7.938.364.252.806.570;6.616.670.260.723.620;3.481.438.789.920.160;893.649.261.848.685
32.818.590.303.396.200;-11.701.465.706.873.700;8.457.996.078.525.980;3.269.207.623.148.200;8.828.158.790.732.840
30.753.468.112.015.000;-11.333.379.485.181.100;5.085.125.658.907.890;0.1736024799973834;7.330.418.810.068.950
359.750.425.333.789;-920.590.109.392.087;5.014.750.129.121.290;14.785.392.654.012.100;76.323.912.994.316.200
30.149.744.432.755.600;-7.368.892.316.186.190;8.847.045.428.254.780;0.07061315537827559;9.841.252.276.871.160
4.933.800.630.349.530;-7.531.900.213.582.930;5.417.656.432.394.300;0.5113301260040888;989.617.625.838.022
35.010.606.160.256.100;-11.827.917.503.787.700;5.000.000.005.260.370;23.855.959.536.614.900;31.676.199.622.840.900
4.696.231.854.479.550;-7.123.839.175.323.710;5.007.870.769.897.990;6.053.970.803.331.340;8.102.722.031.182.040
3.389.735.596.452.320;-9.223.435.419.532.930;9.490.200.579.315.600;5.087.396.189.258.280;444.408.105.438.992
3.777.591.772.073.390;-9.779.772.749.037.450;13.777.211.705.276.700;0.6163648467711791;9.543.772.597.000.000
4.807.158.879.478.510;-9.961.790.689.541.560;50.008.520.692.856.100;0.31466711465764385;997.401.333.620.156
3.969.095.441.809.510;-976.691.447.339.933;64.284.906.405.754.100;9.613.091.731.258.910;9.089.457.124.572.590
33.757.893.369.293.500;-10.534.307.068.179.200;14.858.531.171.362.800;0.31947596310806015;0.8977574536573809
4.464.590.678.979.990;-11.843.334.678.207.600;5.000.013.737.906.160;9.988.191.891.379.570;4.902.857.599.461.880
4.623.835.236.549.520;-8.129.882.487.902.950;5.002.296.912.256.330;0.515434999161965;0.9121340177566708
33.914.847.123.446.900;-9.372.536.252.837.420;50.048.868.537.449.400;9.861.856.812.759.740;9.766.069.099.808.220
4.088.111.656.008.860;-7.740.839.168.345.020;1.710.685.938.113.840;9.873.148.995.566.810;7.154.065.170.062.570
3.164.220.498.832.660;-9.307.981.272.732.480;1.699.076.668.207.870;17.635.596.129.864.600;9.730.997.463.444.970
36.172.375.937.124.600;-11.582.699.056.246.000;5.072.446.693.595.440;7.370.529.219.392.060;38.992.492.943.611.000
37.688.026.444.173.800;-10.870.849.167.085.800;5.038.239.570.101.130;0.670922241328335;27.757.943.035.298.800
30.442.544.638.604.200;-11.404.276.596.601.200;6.617.765.071.938.690;0.6441246111818633;329.896.718.183.365
31.143.195.013.821.300;-938.725.184.512.517;5.002.954.898.056.580;6.823.383.179.238.770;39.541.611.347.115.200
3.627.785.165.982.310;-7.160.060.834.163.660;50.638.356.395.710.100;926.780.326.371.065;9.935.433.268.197.740
3.075.123.844.281.150;-8.659.638.996.073.160;500.000.450.282.118;4.733.574.075.120.420;16.585.476.707.736.500
33.743.511.975.116.900;-7.255.901.140.429.200;5.032.522.080.646.500;0.7013149369346372;6.454.670.865.386.670
37.312.766.712.526.800;-7.332.592.154.318.540;5.078.799.898.641.060;9.479.806.601.517.870;4.873.315.148.495.330
4.371.902.797.275.140;-11.615.206.725.294.400;5.000.014.514.803.040;2.525.974.647.067.940;5.981.995.322.746.280
3.154.184.150.896.730;-7.052.375.190.048.640;15.746.018.358.381.300;31.779.010.423.560.500;659.224.872.564.052
3.232.911.008.174.520;-7.476.391.852.681.650;5.562.266.568.605.700;10.233.327.338.831.200;999.998.616.004.416
3.378.875.814.302.430;-7.064.505.446.536.510;52.657.407.484.744.800;0.44931396041320265;7.018.959.007.534.130
30.311.556.272.806.200;-7.104.703.685.045.700;7.058.816.812.246.500;36.743.485.516.284.200;5.064.358.127.795.580
320.541.968.086.997;-945.101.347.767.025;5.015.873.653.694.680;3.025.914.773.722.210;338.366.052.601.875
4.700.250.533.052.300;-833.590.136.313.255;800.120.621.918.818;0.09709200205089555;3.733.735.556.965.140
4.572.762.037.864.190;-7.437.210.743.003.570;15.611.868.264.228.900;4.471.483.958.259.920;9.731.981.646.969.720
4.146.063.887.083.880;-7.011.234.716.997.930;5.059.148.368.881.380;2.531.201.931.769.470;0.11681172556232797
30.212.999.329.973.500;-7.202.564.705.977.260;5.000.019.308.337.600;0.15144043538020846;9.986.189.348.519.190
30.024.891.230.221.500;-9.375.443.827.280.410;10.326.825.555.172.100;4.936.967.164.742.630;8.172.889.062.646.190
452.763.598.406.834;-11.105.396.208.021.200;14.561.633.449.729.400;5.439.530.664.689.840;9.999.989.951.691.420
351.258.117.450.744;-1.000.975.096.619.510;594.852.492.048.342;17.331.830.735.426.000;788.676.749.747.149
34.613.515.437.405.300;-11.359.646.089.578.700;18.317.255.759.909.000;7.916.602.753.189.690;9.999.965.811.402.090
4.432.882.686.405.080;-708.436.182.257.318;1.618.131.338.751.290;2.342.524.210.226.140;9.277.319.229.031.770
31.678.771.366.467.200;-9.723.406.680.322.060;19.845.765.529.622.000;0.8253558082801049;9.940.006.956.810.390
30.001.179.262.926.400;-7.180.192.776.164.200;14.123.596.325.162.200;9.566.733.967.215.850;9.999.999.992.901.290
3.376.441.957.429.920;-7.024.070.860.047.810;5.058.804.393.692.910;7.772.516.356.137.540;0.41345442165090396
30.000.131.843.729.900;-7.012.417.931.134.050;17.669.762.626.343;0.5031440934388808;9.986.030.207.126.830
30.546.348.912.862.400;-7.501.472.719.419.290;5.000.019.880.980.970;3.308.341.023.282.870;0.5092823983132001
39.248.334.164.249.000;-9.807.375.047.949.380;5.004.181.138.440.900;4.898.973.661.636.970;0.0168773011698571
3.682.662.605.990.410;-11.604.673.947.084.200;5.000.543.646.233.820;7.703.444.812.999.820;8.609.630.601.335.650
32.151.066.738.061.100;-8.274.860.786.186.970;5.436.411.660.355.460;1.073.054.141.743.420;9.462.341.254.590.830
30.668.183.522.621.100;-7.012.734.217.393.450;7.624.570.889.964.260;1.925.174.620.572.450;6.663.111.392.423.930
45.971.383.355.627.300;-7.223.654.943.467.340;1.996.539.379.576.380;9.994.243.046.307.000;7.378.180.499.044.020
4.189.098.723.629.360;-11.674.728.910.012.400;6.548.739.833.468.590;0.20976287445349978;7.834.861.806.513.260
36.745.564.375.983.200;-8.321.039.601.071.520;5.162.896.119.996.630;9.179.294.677.824.730;5.729.063.413.865.600
31.469.140.681.920.700;-11.567.538.604.332.800;15.377.960.293.362.600;28.535.676.877.621.600;943.262.434.733.252
4.655.935.285.290.350;-11.910.741.147.758.200;6.148.600.120.629.340;9.936.959.497.253.230;0.12360822131458651
45.134.587.612.347.400;-11.572.245.705.622.200;662.745.916.895.251;7.345.982.716.738.970;3.817.330.271.298.970
305.768.609.741.434;-11.826.170.164.561.700;8.907.756.910.162.810;17.445.374.392.034.700;8.038.754.401.155.210
33.372.160.504.126.600;-11.726.226.026.364.000;5.024.941.855.407.160;3.691.933.187.602.380;9.949.256.499.443.670
30.777.105.933.403.500;-8.784.367.513.607.360;11.252.178.004.359.400;0.5632105159001284;9.991.975.917.834.670
3.561.212.108.849.100;-7.374.661.738.726.560;5.966.932.090.969.290;5.217.521.203.729.260;3.775.052.577.944.510
324.186.404.806.412;-8.721.094.226.999.370;50.156.670.963.515.700;0.2309847724832893;4.089.803.612.593.180
3.637.288.607.383.680;-9.175.508.489.211.370;5.000.021.314.426.880;9.889.076.260.687.190;9.999.999.999.966.220
30.015.362.271.559.100;-7.007.115.169.791.070;7.453.594.449.595.500;560.397.794.923.475;999.363.677.798.528
3.494.494.455.896.280;-1.183.725.010.825.840;10.526.672.297.972.200;0.39348380837041924;9.925.299.211.945.540
30.005.990.710.481.800;-10.671.965.842.683.400;8.977.128.875.469.040;8.360.240.986.095.390;7.834.672.183.078.820
31.799.439.662.503.500;-8.895.836.029.634.200;51.840.472.250.769.000;0.009382766624593098;984.532.409.375.652
4.588.538.083.326.210;-7.208.426.737.509.280;6.939.898.941.729.300;730.581.414.496.727;6.984.763.411.667.970
31.734.379.852.270.500;-11.801.132.325.789.800;5.391.715.034.425.090;4.412.677.318.392.140;7.222.060.889.074.820
31.036.743.194.222.500;-8.844.724.540.532.800;6.654.194.052.245.070;4.344.954.700.296.030;541.114.022.126.128
30.030.110.565.111.200;-7.029.315.835.894.700;11.474.235.937.876.300;1.208.171.669.678.560;3.149.653.751.123.940
3.479.493.037.310.420;-7.706.141.990.202.560;5.278.512.035.104.800;8.715.762.195.631.020;3.081.456.563.130.120
3.652.061.616.603.260;-11.685.686.017.217.500;5.017.847.143.851.790;9.742.058.880.064.530;9.580.011.948.543.370
3.778.595.120.811.790;-8.872.559.222.149.660;5.001.986.422.466.460;9.054.669.810.174.410;16.602.799.176.712.900
4.301.901.731.111.900;-11.418.082.371.569.100;18.405.611.627.396.100;9.028.792.301.515.500;8.826.764.864.028.500
3.697.867.622.447.410;-8.060.248.513.827.390;12.248.600.515.724.500;2.356.466.795.091.000;978.409.878.851.606
3.471.830.487.491.630;-10.951.518.510.600.400;6.137.275.751.108.940;9.195.096.376.862.160;9.957.426.953.739.900
332.845.825.339.995;-8.776.490.006.312.830;11.371.112.436.248.900;5.718.064.849.951.860;0.08235445890119762
4.541.634.816.614.410;-7.130.454.650.522.210;5.778.491.670.252.070;0.9931265844613723;9.792.533.529.115.650
3.491.735.406.987.690;-1.185.024.268.339.630;5.663.489.217.827.900;29.218.014.681.585.000;6.256.159.841.440.110
30.108.701.297.286.000;-7.670.869.009.222.990;5.000.422.700.967.550;4.179.790.305.916.740;7.679.150.117.326.510
49.139.521.175.936.400;-8.100.375.935.939.600;7.834.247.728.686.500;9.536.140.664.246.360;4.138.331.472.880.800
38.490.122.531.075.800;-7.130.111.468.713.200;1.631.194.080.303.540;8.336.580.346.786.580;9.758.912.904.997.480
47.011.814.674.212.100;-9.391.615.490.756.040;5.807.071.107.408.610;13.489.139.573.295.100;742.929.767.595.669
3.430.508.401.490.890;-8.349.493.143.815.570;9.472.628.568.002.010;8.312.423.834.398.720;5.278.989.593.134.550
4.966.641.224.935.530;-11.998.451.303.754.000;7.890.367.391.564.490;0.8708947676538872;0.40338885965109195
4.988.108.279.006.840;-7.464.953.491.601.110;12.716.449.765.704.300;7.536.866.803.842.910;8.960.453.636.384.060
3.366.528.301.398.850;-9.889.019.382.614.820;6.706.053.606.252.570;38.004.875.695.366.000;9.999.330.089.269.500
48.642.570.041.409.400;-714.404.636.552.908;857.393.453.318.925;9.258.372.669.774.200;6.158.343.660.822.930
3.479.752.483.475.860;-7.131.824.675.088.030;16.360.021.614.493.900;10.721.642.099.887.500;9.336.231.443.140.950
3.526.412.560.609.680;-7.523.941.483.022.190;500.229.771.721.181;0.7199575718311841;5.648.329.988.124.320
4.252.901.714.240.570;-7.180.911.015.273.840;5.285.477.551.541.610;961.965.000.527.105;13.438.520.654.304.300
32.908.117.019.351.600;-970.163.783.624.554;5.002.726.987.061.390;8.230.044.183.452.990;9.702.313.743.664.440
30.442.592.050.783.400;-11.944.102.321.660.100;15.949.476.701.702.800;0.06980343748980769;966.823.204.982.144
44.682.643.835.723.400;-8.906.458.561.484.370;16.991.330.125.726.200;0.10825969196092347;15.653.820.783.650.100
42.493.543.733.647.700;-8.854.644.963.521.180;18.449.930.668.763.800;0.03468429517835843;3.221.166.738.798.240
41.275.365.724.690.300;-11.924.261.681.828.000;522.673.633.183.258;30.972.059.393.150.200;7.733.249.499.448.460
4.899.922.491.469.810;-7.208.071.636.188.180;5.439.305.165.202.870;0.0814544774676444;6.185.181.762.065.860
3.077.056.459.877.610;-7.953.779.686.625.770;5.847.033.162.841.380;8.745.397.669.675.510;13.897.712.192.079.000
31.190.463.107.709.700;-11.077.563.975.978.300;5.000.022.655.814.200;6.739.054.681.390.950;0.3121703642006023
4.837.499.008.804.200;-1.148.570.930.434.350;6.524.196.323.698.270;9.829.260.421.150.840;999.977.694.356.306
